"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"5:31:06.5756718 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\dhcpcsvc6.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.5760099 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\dhcpcsvc6.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.5761685 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\dhcpcsvc6.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.5774972 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\dhcpcsvc.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.5778312 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\dhcpcsvc.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.5780242 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\dhcpcsvc.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.5988240 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\webio.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.5992278 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\webio.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.5994854 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\webio.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6011640 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\mswsock.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"5:31:06.6015852 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\mswsock.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"5:31:06.6017940 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\mswsock.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6112149 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"5:31:06.6115439 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"5:31:06.6117251 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6158518 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\winnlsres.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6162034 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\winnlsres.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6163659 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\winnlsres.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6170783 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\System32\en-US\winnlsres.dll.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6172285 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\System32\en-US\winnlsres.dll.mui","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6180673 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6183942 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6185210 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6438821 AM","GoogleUpdate.exe","696","ReadFile","C:\Windows\SysWOW64\CoreMessaging.dll","SUCCESS","Offset: 140,288, Length: 28,672, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"5:31:06.6470302 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\dnsapi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"5:31:06.6474518 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\dnsapi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"5:31:06.6477167 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\dnsapi.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6571614 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\rasadhlp.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"5:31:06.6574748 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\rasadhlp.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"5:31:06.6576749 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\rasadhlp.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6596560 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\FWPUCLNT.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"5:31:06.6600055 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\FWPUCLNT.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"5:31:06.6601986 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\FWPUCLNT.DLL","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6625230 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\mswsock.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6633678 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\System32\en-US\mswsock.dll.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6635241 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\System32\en-US\mswsock.dll.mui","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6640844 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\mswsock.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6647291 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\mswsock.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6653632 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\mswsock.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6660771 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\mswsock.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6686846 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\mswsock.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6694390 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6698148 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6700081 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6707107 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\System32\en-US\wshqos.dll.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6708372 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\System32\en-US\wshqos.dll.mui","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6713897 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6717792 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6719436 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6725809 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\System32\en-US\wshqos.dll.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6727082 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\System32\en-US\wshqos.dll.mui","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6732225 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6735491 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6737493 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6745164 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\System32\en-US\wshqos.dll.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6746681 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\System32\en-US\wshqos.dll.mui","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6752506 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6756518 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6758580 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\wshqos.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.6766310 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\System32\en-US\wshqos.dll.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.6767805 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\System32\en-US\wshqos.dll.mui","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.7401492 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\schannel.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.7404296 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\schannel.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.7406264 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\schannel.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.8166285 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\mskeyprotect.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8168850 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\mskeyprotect.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8170444 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\mskeyprotect.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.8178769 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\ntasn1.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8181891 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\ntasn1.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8183884 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\ntasn1.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.8193162 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\ncrypt.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8196575 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\ncrypt.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8199042 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\ncrypt.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.8210393 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\ncryptsslp.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8213691 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\ncryptsslp.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8215492 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\ncryptsslp.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:06.8275075 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\dnsapi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8286635 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\dnsapi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8298968 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8307805 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8322478 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\System32\en-US\crypt32.dll.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:06.8323864 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\System32\en-US\crypt32.dll.mui","SUCCESS","SyncType: SyncTypeOther"
"5:31:07.2474653 AM","GoogleUpdate.exe","4092","ReadFile","C:\Windows\System32\cdd.dll","SUCCESS","Offset: 66,560, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"5:31:07.2489476 AM","GoogleUpdate.exe","4092","ReadFile","C:\Windows\System32\cdd.dll","SUCCESS","Offset: 119,808, Length: 32,768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"5:31:07.2596220 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:07.2598963 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:07.2610279 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\winsta.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:07.2669683 AM","GoogleUpdate.exe","9556","ReadFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","Offset: 132,096, Length: 32,768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"5:31:07.3564999 AM","GoogleUpdate.exe","4092","ReadFile","C:\Windows\SysWOW64\TextShaping.dll","SUCCESS","Offset: 562,176, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"5:31:12.0433871 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\BitsProxy.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:12.0436688 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\SysWOW64\BitsProxy.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:12.0437660 AM","GoogleUpdate.exe","9556","QueryEAFile","C:\Windows\SysWOW64\BitsProxy.dll","SUCCESS",""
"5:31:12.0440160 AM","GoogleUpdate.exe","9556","ReadFile","C:\Windows\SysWOW64\BitsProxy.dll","SUCCESS","Offset: 0, Length: 49,664, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"5:31:12.0449119 AM","GoogleUpdate.exe","9556","CreateFileMapping","C:\Windows\SysWOW64\BitsProxy.dll","SUCCESS","SyncType: SyncTypeOther"
"5:31:12.0588089 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\Temp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:12.0592388 AM","GoogleUpdate.exe","9556","CreateFile","C:\Windows\Temp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-1\Charlie, OpenResult: Opened"
"5:31:13.8892165 AM","backgroundTaskHost.exe","4860","CreateFile","C:\Windows\SystemApps\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"5:31:13.9557839 AM","backgroundTaskHost.exe","4860","CreateFile","C:\Windows\System32\rpcss.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
